1,0.00371023,0.006577226,-0.015228809
2,-1.180066859,-2.132101706,4.961500924
3,-2.279972917,-4.269056054,9.842511596
4,-2.273973306,-4.288802454,9.94610504
5,-2.314521963,-4.256265372,9.892348339
6,-2.318889828,-4.252840084,9.923845472
7,-2.258180729,-4.215821818,9.849980151
8,-2.328391479,-4.265440821,9.916400297
9,-2.295772704,-4.258565382,9.836341101
10,-2.315711537,-4.251291697,9.825585829
11,-2.314962648,-4.243680933,9.812401571
12,-2.330516105,-4.207438351,9.883991478
13,-2.278877575,-4.228475654,9.825631393
14,-2.305565732,-4.239133291,9.833268256
15,-2.375253877,-4.236770237,9.849265352
16,-2.654199784,-3.858688098,9.578872216
17,-2.501165591,-3.1480274,14.02460124
18,-3.323325242,-4.533801265,6.42030915
19,-3.019447267,-5.772708377,7.876050093
20,-0.787121188,-4.864830837,9.151158925
21,-1.885246091,-4.556785086,8.392521987
22,-3.111615192,-3.643167168,10.70286131
23,-5.867596116,-2.879218077,13.97382209
24,0.07588881,-4.796850913,6.797300131
25,-5.423641106,-4.615250964,11.0382708
26,-4.800300586,-3.753354416,14.97151095
27,0.123930018,-5.094211779,2.518055788
28,-3.837420396,-5.409800523,8.49204349
29,-3.449817459,-4.62167333,10.81710107
30,0.301548858,-4.291697091,7.957292241
31,-3.617980629,-4.017799503,11.33760546
32,-6.880686545,-3.866126635,14.36144113
33,0.015666159,-4.94696969,6.553772592
34,-3.862768718,-5.069668839,9.242959172
35,-4.165515575,-4.782743081,13.85264867
36,0.310761873,-4.623885548,2.943453893
37,-6.105683892,-5.412488993,8.268118501
38,-4.131993387,-4.684494485,10.28459328
39,-0.026820798,-5.236741773,6.563751008
40,-5.085108332,-4.920679512,9.32324743
41,-5.830646571,-3.409539822,12.31207435
42,-3.041292497,-6.00476164,7.207857624
43,-4.794103635,-5.964307031,8.405741643
44,-5.806561536,-4.40384402,14.81204683
45,-0.202856951,-4.745099055,2.392443522
46,-6.700537237,-4.386978492,9.475850636
47,-1.481863466,-4.779112291,8.985869458
48,0.165416111,-6.158755853,5.918625182
49,-6.555228944,-2.74323564,14.52615264
50,-2.427195209,-5.836218421,8.503900334
51,-1.983934774,-5.711855919,7.735641508
52,-5.825861844,-5.806776521,11.78799952
53,-1.760803837,-2.931496147,10.77556393
54,-0.979122483,-7.156503559,2.864272408
55,-5.83087619,-4.617271806,10.26816473
56,-2.263623196,-5.021738731,9.1386699
57,-0.022912483,-5.672788053,6.548616106
58,-6.556884255,-3.792123672,12.50601582
59,-2.046504959,-5.856332571,9.888576214
60,-3.25361041,-5.458166312,7.598138938
61,-5.525639275,-5.132925312,11.31887272
62,-2.740968951,-3.461879048,11.73675967
63,-0.746888916,-6.371646054,2.428886527
64,-4.678475457,-5.464442873,8.814206763
65,-4.600687931,-4.896741004,10.59964913
66,-0.922885371,-5.726696268,7.051520516
67,-6.377851665,-4.164154227,11.14859423
68,-3.493313705,-4.567747397,10.80118809
69,-4.181668572,-5.052022369,8.307580393
70,-4.52383778,-6.170958998,10.90819145
71,-2.874953517,-3.217377401,11.14267406
72,-2.342078373,-6.941242626,3.269352737
73,-7.183047617,-3.072358414,12.89132855
74,-1.694158345,-5.021447931,8.219849108
75,-0.090741956,-6.446119438,5.550393021
76,-6.586512428,-3.571545034,14.03089097
77,-1.830644595,-5.001397063,8.906732532
78,-3.206332279,-5.173182282,8.491031354
79,-5.331593694,-5.043553691,11.11256162
80,-2.047099155,-4.725515865,11.96665429
81,0.123459709,-5.749410391,2.69225924
82,-6.590642911,-5.401625221,9.033381031
83,-4.630485213,-4.557246576,11.09246725
84,-1.010595406,-5.133425795,7.327016913
85,-1.863780781,-6.423825448,6.722245825
86,-6.641655419,-2.3181351,13.72580011
87,-2.136990186,-5.747307118,8.233919125
88,-4.414748371,-4.623130907,8.099154515
89,-5.673291995,-6.070072777,12.19242243
90,-1.778463293,-3.742006107,8.543204296
91,-1.910576456,-7.244795678,1.988811945
92,-9.715623884,-3.557390703,12.01200466
93,-2.245783789,-4.712060326,7.856213265
94,-3.379947942,-5.816177639,7.647086795
95,-4.388453531,-3.675057666,12.33183921
96,-2.771452522,-6.250813975,7.818158174
97,-5.409943389,-5.993453148,9.925193051
98,-3.186399299,-4.89462613,11.87958895
99,-0.736213351,-4.116231391,4.718440682
100,-8.537362811,-6.250928198,5.77030942
101,-5.202062131,-4.145771704,10.37447739
102,-3.344802029,-4.981576649,7.30187026
103,-3.03947909,-4.796873817,7.191105068
104,-4.529751831,-5.486276955,6.732517271
105,-4.230687619,-2.982703547,11.2778399
106,-3.286885556,-5.014900885,8.603650891
107,-4.232454069,-5.318707126,8.384267213
108,-3.897366611,-4.804297737,7.407687279
109,-4.457199652,-4.003699976,9.17084246
110,-3.545396364,-3.303734016,9.026275741
111,-2.433156877,-3.055237536,8.881360054
112,-1.380431747,-3.266550271,8.37016232
113,-0.620986,-3.722272254,8.706232066
114,-1.504015853,-3.188248139,9.851666838
115,-1.613453664,-2.888829078,10.64309352
116,-2.861998638,-2.288257147,11.77053622
117,-2.832259534,-1.662975356,12.14971422
118,-2.835028833,-1.52023708,12.24141907
119,-2.768455127,-1.343286881,12.22069509
120,-2.874203132,-0.696238594,12.47853495
121,-1.946799885,-0.644823626,11.53431827
